Country,Category,HS_Code,Year,Origin_Code,Origin,CIF_Value_USD,Net_Weight_Kg,Quantity,Origin_Region
Peru,EV_100pct,870380,2021,842,USA,46052.12,1770.0,1.0,USA/Mexico
Peru,EV_100pct,870380,2021,56,Belgium,679877.48,30823.0,12.0,Europe
Peru,EV_100pct,870380,2021,410,Rep. of Korea,249041.25,13680.0,9.0,Japan/Korea
Peru,EV_100pct,870380,2021,276,Germany,588490.1,14592.0,6.0,Europe
Peru,EV_100pct,870380,2021,156,China,237039.94,34450.74,90.0,China
Peru,EV_100pct,870380,2022,56,Belgium,1917868.551,83842.0,32.0,Europe
Peru,EV_100pct,870380,2022,410,Rep. of Korea,1407352.88,73517.0,47.0,Japan/Korea
Peru,EV_100pct,870380,2022,156,China,508273.574,38735.1,53.0,China
Peru,EV_100pct,870380,2022,826,United Kingdom,426888.232,19542.2,14.0,Other/Unclassified
Peru,EV_100pct,870380,2022,276,Germany,416471.423,12118.0,5.0,Europe
Peru,EV_100pct,870380,2022,842,USA,334193.421,6422.24,3.0,USA/Mexico
Peru,EV_100pct,870380,2023,348,Hungary,56075.24,2160.0,1.0,Other/Unclassified
Peru,EV_100pct,870380,2023,484,Mexico,21365.63,2270.0,1.0,USA/Mexico
Peru,EV_100pct,870380,2023,56,Belgium,1940064.82,76227.0,31.0,Europe
Peru,EV_100pct,870380,2023,826,United Kingdom,1492486.78,65884.0,46.0,Other/Unclassified
Peru,EV_100pct,870380,2023,410,Rep. of Korea,2730526.08,131816.0,79.0,Japan/Korea
Peru,EV_100pct,870380,2023,392,Japan,1921491.52,113410.0,63.0,Japan/Korea
Peru,EV_100pct,870380,2023,276,Germany,2823673.71,94233.0,42.0,Europe
Peru,EV_100pct,870380,2023,156,China,3922009.0,410469.14,1614.0,China
Peru,EV_100pct,870380,2023,842,USA,204844.2,7583.0,4.0,USA/Mexico
Peru,EV_100pct,870380,2023,699,India,9834.22,1064.0,3.0,India
Peru,EV_100pct,870380,2024,276,Germany,2092087.058,69166.0,31.0,Europe
Peru,EV_100pct,870380,2024,826,United Kingdom,286543.244,15410.0,9.0,Other/Unclassified
Peru,EV_100pct,870380,2024,156,China,1308439.324,93440.0,68.0,China
Peru,EV_100pct,870380,2024,842,USA,643307.816,17715.0,7.0,USA/Mexico
Peru,EV_100pct,870380,2024,699,India,30801.384,1188.13,4.0,India
Peru,EV_100pct,870380,2024,56,Belgium,2172256.278,90150.0,44.0,Europe
Peru,EV_100pct,870380,2024,392,Japan,2659625.061,154301.0,85.0,Japan/Korea
Peru,EV_100pct,870380,2024,410,Rep. of Korea,382100.272,16689.0,9.0,Japan/Korea
Peru,EV_100pct,870380,2024,156,China,134027.345,11090.0,9.0,China
Peru,EV_100pct,870380,2024,156,China,1956304.452,108463.0,61.0,China
Peru,EV_100pct,870380,2024,156,China,347604.23,21230.0,12.0,China
Peru,EV_100pct,870380,2024,156,China,283260.04,14610.0,15.0,China
Peru,EV_100pct,870380,2024,156,China,1982610.569,376891.912,2579.0,China
Peru,EV_100pct,870380,2024,156,China,2116637.914,387981.912,2588.0,China
Peru,EV_100pct,870380,2024,156,China,295420.902,14960.0,8.0,China
Peru,EV_100pct,870380,2024,56,Belgium,725086.593,26410.0,10.0,Europe
Peru,EV_100pct,870380,2024,56,Belgium,2897342.871,116560.0,54.0,Europe
Peru,EV_100pct,870380,2024,156,China,6461703.343,643359.912,2750.0,China
Peru,EV_100pct,870380,2024,156,China,6595730.688,654449.912,2759.0,China
Peru,EV_100pct,870380,2024,156,China,106179.73,5640.0,3.0,China
Peru,EV_100pct,870380,2024,156,China,167335.926,6780.0,3.0,China
Peru,EV_100pct,870380,2024,554,New Zealand,52677.93,2000.0,1.0,Other/Unclassified
Peru,EV_100pct,870380,2024,156,China,14548.17,1345.0,1.0,China
Peru,Hybrid,870340,2021,380,Italy,65585.15,1878.0,1.0,Europe
Peru,Hybrid,870340,2021,703,Slovakia,5176950.24,192464.0,85.0,Europe
Peru,Hybrid,870340,2021,752,Sweden,2170166.36,100495.0,52.0,Europe
Peru,Hybrid,870340,2021,792,Türkiye,1951208.55,121160.0,83.0,Other/Unclassified
Peru,Hybrid,870340,2021,826,United Kingdom,1658363.99,55209.0,26.0,Other/Unclassified
Peru,Hybrid,870340,2021,56,Belgium,558121.54,28477.0,16.0,Europe
Peru,Hybrid,870340,2021,76,Brazil,5171064.03,358825.0,252.0,LatAm (re-export)
Peru,Hybrid,870340,2021,392,Japan,10954803.05,684570.0,438.0,Japan/Korea
Peru,Hybrid,870340,2021,410,Rep. of Korea,1248423.07,77501.0,53.0,Japan/Korea
Peru,Hybrid,870340,2021,484,Mexico,9365880.48,480771.0,265.0,USA/Mexico
Peru,Hybrid,870340,2021,276,Germany,3233567.7,174203.0,111.0,Europe
Peru,Hybrid,870340,2021,842,USA,7329348.07,334950.0,163.0,USA/Mexico
Peru,Hybrid,870340,2022,752,Sweden,7126333.676,318543.0,161.0,Europe
Peru,Hybrid,870340,2022,703,Slovakia,2549466.561,92270.0,39.0,Europe
Peru,Hybrid,870340,2022,56,Belgium,3162603.357,160080.0,93.0,Europe
Peru,Hybrid,870340,2022,710,South Africa,1212836.514,53160.0,32.0,Other/Unclassified
Peru,Hybrid,870340,2022,826,United Kingdom,1475974.54,49924.0,23.0,Other/Unclassified
Peru,Hybrid,870340,2022,360,Indonesia,1455638.233,134550.0,117.0,Southeast Asia
Peru,Hybrid,870340,2022,792,Türkiye,801430.938,49620.0,34.0,Other/Unclassified
Peru,Hybrid,870340,2022,410,Rep. of Korea,3444134.12,202338.0,143.0,Japan/Korea
Peru,Hybrid,870340,2022,392,Japan,11287301.858,682667.0,423.0,Japan/Korea
Peru,Hybrid,870340,2022,484,Mexico,4349114.733,219742.0,117.0,USA/Mexico
Peru,Hybrid,870340,2022,276,Germany,3913735.205,199936.0,117.0,Europe
Peru,Hybrid,870340,2022,76,Brazil,14462154.98,951620.0,668.0,LatAm (re-export)
Peru,Hybrid,870340,2022,842,USA,8285391.173,342752.0,161.0,USA/Mexico
Peru,Hybrid,870340,2022,156,China,8514102.443,782549.0,474.0,China
Peru,Hybrid,870340,2022,380,Italy,550801.935,16720.0,8.0,Europe
Peru,Hybrid,870340,2023,348,Hungary,88443.27,3460.0,2.0,Other/Unclassified
Peru,Hybrid,870340,2023,752,Sweden,8277812.22,366510.0,189.0,Europe
Peru,Hybrid,870340,2023,203,Czechia,589799.78,40701.0,22.0,Europe
Peru,Hybrid,870340,2023,703,Slovakia,6406410.9,221903.0,99.0,Europe
Peru,Hybrid,870340,2023,710,South Africa,1420629.47,61960.0,37.0,Other/Unclassified
Peru,Hybrid,870340,2023,56,Belgium,3905065.69,195163.0,115.0,Europe
Peru,Hybrid,870340,2023,826,United Kingdom,2848877.0,100097.0,48.0,Other/Unclassified
Peru,Hybrid,870340,2023,360,Indonesia,3789285.52,300080.0,255.0,Southeast Asia
Peru,Hybrid,870340,2023,410,Rep. of Korea,4114560.41,254887.0,177.0,Japan/Korea
Peru,Hybrid,870340,2023,484,Mexico,10159950.18,489052.0,260.0,USA/Mexico
Peru,Hybrid,870340,2023,699,India,6409442.56,607524.0,498.0,India
Peru,Hybrid,870340,2023,392,Japan,20917765.59,1225870.0,780.0,Japan/Korea
Peru,Hybrid,870340,2023,276,Germany,14783152.43,651439.0,366.0,Europe
Peru,Hybrid,870340,2023,76,Brazil,15397351.0,953890.0,667.0,LatAm (re-export)
Peru,Hybrid,870340,2023,380,Italy,1888092.24,51810.0,27.0,Europe
Peru,Hybrid,870340,2023,842,USA,22049709.62,848720.0,417.0,USA/Mexico
Peru,Hybrid,870340,2023,156,China,17841164.61,1622580.0,1010.0,China
Peru,Hybrid,870340,2024,76,Brazil,23515717.0,1422940.0,1001.0,LatAm (re-export)
Peru,Hybrid,870340,2024,203,Czechia,2008380.239,114580.0,72.0,Europe
Peru,Hybrid,870340,2024,360,Indonesia,11423437.0,769715.0,622.0,Southeast Asia
Peru,Hybrid,870340,2024,360,Indonesia,3913974.949,347890.0,295.0,Southeast Asia
Peru,Hybrid,870340,2024,699,India,10335616.359,1048669.0,937.0,India
Peru,Hybrid,870340,2024,392,Japan,20788177.449,1264345.4,785.0,Japan/Korea
Peru,Hybrid,870340,2024,484,Mexico,8868827.712,416159.0,221.0,USA/Mexico
Peru,Hybrid,870340,2024,703,Slovakia,2642193.761,93642.0,41.0,Europe
Peru,Hybrid,870340,2024,410,Rep. of Korea,5001579.032,310304.0,209.0,Japan/Korea
Peru,Hybrid,870340,2024,842,USA,1985263.054,115795.0,72.0,USA/Mexico
Peru,Hybrid,870340,2024,156,China,394612.643,35780.0,21.0,China
Peru,Hybrid,870340,2024,842,USA,19868207.782,671361.0,306.0,USA/Mexico
Peru,Hybrid,870340,2024,380,Italy,690998.03,17250.0,9.0,Europe
Peru,Hybrid,870340,2024,156,China,5733409.309,555891.0,344.0,China
Peru,Hybrid,870340,2024,56,Belgium,5863763.652,287450.0,169.0,Europe
Peru,Hybrid,870340,2024,276,Germany,17861988.127,741482.0,393.0,Europe
Peru,Hybrid,870340,2024,156,China,5831599.309,566073.0,350.0,China
Peru,Hybrid,870340,2024,348,Hungary,345513.855,13506.0,8.0,Other/Unclassified
Peru,Hybrid,870340,2024,156,China,98190.0,10182.0,6.0,China
Peru,Hybrid,870340,2024,40,Austria,395455.06,5410.0,2.0,Other/Unclassified
Peru,Hybrid,870340,2024,392,Japan,108845.35,4860.0,2.0,Japan/Korea
Peru,Hybrid,870340,2024,764,Thailand,6818338.505,381906.0,209.0,Southeast Asia
Peru,Hybrid,870340,2024,703,Slovakia,3474276.0,106892.0,44.0,Europe
Peru,Hybrid,870340,2024,826,United Kingdom,7500163.0,211842.4,95.0,Other/Unclassified
Peru,Hybrid,870340,2024,752,Sweden,8801062.715,384162.0,196.0,Europe
Peru,Hybrid,870340,2024,710,South Africa,1217705.332,48210.0,28.0,Other/Unclassified
Peru,Hybrid,870340,2024,842,USA,17882944.728,555566.0,234.0,USA/Mexico
Peru,Hybrid,870340,2024,156,China,5274755.196,514361.0,318.0,China
Peru,Hybrid,870340,2024,156,China,5372945.196,524543.0,324.0,China
Peru,Hybrid,870340,2024,703,Slovakia,6116469.761,200534.0,85.0,Europe
Peru,Hybrid,870340,2024,360,Indonesia,15337411.949,1117605.0,917.0,Southeast Asia
Peru,Hybrid,870340,2024,392,Japan,20897022.799,1269205.4,787.0,Japan/Korea
Peru,Hybrid,870340,2024,156,China,64041.47,5750.0,5.0,China
Peru,Combustion_pickup,870421,2021,276,Germany,36180.05,2860.0,1.0,Europe
Peru,Combustion_pickup,870421,2021,56,Belgium,40732.93,3628.0,2.0,Europe
Peru,Combustion_pickup,870421,2021,616,Poland,404042.61,35432.0,16.0,Other/Unclassified
Peru,Combustion_pickup,870421,2021,643,Russian Federation,407666.96,64934.0,28.0,Other/Unclassified
Peru,Combustion_pickup,870421,2021,764,Thailand,46178514.36,5005010.0,2657.0,Southeast Asia
Peru,Combustion_pickup,870421,2021,792,Türkiye,143443.27,13740.0,6.0,Other/Unclassified
Peru,Combustion_pickup,870421,2021,32,Argentina,296192282.47,26883463.0,12828.0,LatAm (re-export)
Peru,Combustion_pickup,870421,2021,76,Brazil,11529481.83,1211993.0,602.0,LatAm (re-export)
Peru,Combustion_pickup,870421,2021,392,Japan,1935389.05,180940.0,89.0,Japan/Korea
Peru,Combustion_pickup,870421,2021,410,Rep. of Korea,32779509.02,4096036.0,2437.0,Japan/Korea
Peru,Combustion_pickup,870421,2021,484,Mexico,49446059.8,4557250.0,2394.0,USA/Mexico
Peru,Combustion_pickup,870421,2021,724,Spain,6216929.13,696958.0,518.0,Europe
Peru,Combustion_pickup,870421,2021,380,Italy,4984827.01,466014.0,238.0,Europe
Peru,Combustion_pickup,870421,2021,156,China,81600943.68,12925295.0,6623.0,China
Peru,Combustion_pickup,870421,2021,842,USA,2709791.19,200984.0,91.0,USA/Mexico
Peru,Combustion_pickup,870421,2021,699,India,3571921.94,569045.0,285.0,India
Peru,Combustion_pickup,870421,2021,251,France,1294272.25,130814.0,65.0,Europe
Peru,Combustion_pickup,870421,2022,792,Türkiye,47996.665,4600.0,2.0,Other/Unclassified
Peru,Combustion_pickup,870421,2022,32,Argentina,389953790.191,33798644.0,16171.0,LatAm (re-export)
Peru,Combustion_pickup,870421,2022,643,Russian Federation,347726.42,52460.0,21.0,Other/Unclassified
Peru,Combustion_pickup,870421,2022,251,France,582464.815,60450.0,30.0,Europe
Peru,Combustion_pickup,870421,2022,764,Thailand,42093670.269,4392105.0,2319.0,Southeast Asia
Peru,Combustion_pickup,870421,2022,410,Rep. of Korea,39085250.364,4766151.3,2799.0,Japan/Korea
Peru,Combustion_pickup,870421,2022,392,Japan,1628815.507,150900.0,74.0,Japan/Korea
Peru,Combustion_pickup,870421,2022,484,Mexico,32950562.605,2986452.0,1501.0,USA/Mexico
Peru,Combustion_pickup,870421,2022,699,India,1843258.312,267227.0,129.0,India
Peru,Combustion_pickup,870421,2022,76,Brazil,15665336.427,1470687.2,724.0,LatAm (re-export)
Peru,Combustion_pickup,870421,2022,724,Spain,5176942.654,565466.0,419.0,Europe
Peru,Combustion_pickup,870421,2022,380,Italy,4280661.407,423565.0,219.0,Europe
Peru,Combustion_pickup,870421,2022,156,China,118240194.026,16080417.0,8194.0,China
Peru,Combustion_pickup,870421,2022,842,USA,98599.321,9278.0,5.0,USA/Mexico
Peru,Combustion_pickup,870421,2022,616,Poland,91228.03,6699.0,3.0,Other/Unclassified
Peru,Combustion_pickup,870421,2023,643,Russian Federation,15706.28,2025.0,1.0,Other/Unclassified
Peru,Combustion_pickup,870421,2023,36,Australia,67554.4,2460.0,1.0,Other/Unclassified
Peru,Combustion_pickup,870421,2023,704,Viet Nam,37408.53,3520.0,2.0,Other/Unclassified
Peru,Combustion_pickup,870421,2023,32,Argentina,381875055.19,30983605.4,14829.0,LatAm (re-export)
Peru,Combustion_pickup,870421,2023,764,Thailand,49980285.65,5120045.0,2764.0,Southeast Asia
Peru,Combustion_pickup,870421,2023,410,Rep. of Korea,35310901.99,4107055.0,2542.0,Japan/Korea
Peru,Combustion_pickup,870421,2023,484,Mexico,38570138.24,3222692.0,1605.0,USA/Mexico
Peru,Combustion_pickup,870421,2023,699,India,4453567.93,556418.0,288.0,India
Peru,Combustion_pickup,870421,2023,392,Japan,980252.27,86780.0,41.0,Japan/Korea
Peru,Combustion_pickup,870421,2023,76,Brazil,13041227.45,1159128.0,576.0,LatAm (re-export)
Peru,Combustion_pickup,870421,2023,724,Spain,9133096.23,867536.0,645.0,Europe
Peru,Combustion_pickup,870421,2023,380,Italy,2040262.27,182570.0,91.0,Europe
Peru,Combustion_pickup,870421,2023,156,China,92225555.83,13278207.2,7163.0,China
Peru,Combustion_pickup,870421,2023,616,Poland,231767.62,15627.0,7.0,Other/Unclassified
Peru,Combustion_pickup,870421,2024,32,Argentina,336624795.463,25879530.0,12441.0,LatAm (re-export)
Peru,Combustion_pickup,870421,2024,764,Thailand,34113064.884,3224580.0,1711.0,Southeast Asia
Peru,Combustion_pickup,870421,2024,410,Rep. of Korea,28763490.651,3315185.0,2158.0,Japan/Korea
Peru,Combustion_pickup,870421,2024,704,Viet Nam,4794063.359,476213.0,270.0,Other/Unclassified
Peru,Combustion_pickup,870421,2024,380,Italy,4072770.867,350505.0,172.0,Europe
Peru,Combustion_pickup,870421,2024,724,Spain,2390316.438,224692.0,166.0,Europe
Peru,Combustion_pickup,870421,2024,76,Brazil,9593858.651,892472.0,441.0,LatAm (re-export)
Peru,Combustion_pickup,870421,2024,484,Mexico,26544929.0,2261735.0,1139.0,USA/Mexico
Peru,Combustion_pickup,870421,2024,699,India,834098.341,129320.0,65.0,India
Peru,Combustion_pickup,870421,2024,392,Japan,484000.678,39330.0,18.0,Japan/Korea
Peru,Combustion_pickup,870421,2024,251,France,222785.413,18405.0,9.0,Europe
Peru,Combustion_pickup,870421,2024,156,China,149625.732,25780.0,13.0,China
Peru,Combustion_pickup,870421,2024,156,China,3528581.943,324490.0,163.0,China
Peru,Combustion_pickup,870421,2024,156,China,130649.565,18060.0,15.0,China
Peru,Combustion_pickup,870421,2024,156,China,88061430.515,13076656.4,6610.0,China
Peru,Combustion_pickup,870421,2024,156,China,88211056.247,13102436.4,6623.0,China
Peru,Combustion_pickup,870421,2024,76,Brazil,9732555.754,909972.0,446.0,LatAm (re-export)
Peru,Combustion_pickup,870421,2024,156,China,99765126.791,14561330.0,7373.0,China
Peru,Combustion_pickup,870421,2024,32,Argentina,336719095.463,25882000.0,12442.0,LatAm (re-export)
Peru,Combustion_pickup,870421,2024,156,China,99914752.523,14587110.0,7386.0,China
Peru,Combustion_pickup,870421,2024,764,Thailand,2604610.0,254200.0,180.0,Southeast Asia
Peru,Combustion_pickup,870421,2024,156,China,8044464.768,1142123.6,585.0,China
Peru,Combustion_pickup,870421,2024,764,Thailand,36717674.884,3478780.0,1891.0,Southeast Asia
Peru,Combustion_pickup,870421,2024,764,Thailand,36741218.384,3480720.0,1892.0,Southeast Asia
Peru,Combustion_pickup,870421,2024,764,Thailand,23543.5,1940.0,1.0,Southeast Asia
Peru,Combustion_pickup,870421,2024,842,USA,187685.7,2598.63,1.0,USA/Mexico
Peru,Combustion_pickup,870421,2024,76,Brazil,138697.103,17500.0,5.0,LatAm (re-export)
Peru,Combustion_pickup,870421,2024,32,Argentina,94300.0,2470.0,1.0,LatAm (re-export)
Peru,Lithium_battery,850760,2021,32,Argentina,1045.75,36.0,1.0,LatAm (re-export)
Peru,Lithium_battery,850760,2021,191,Croatia,1163.79,6000.0,1.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,233,Estonia,471.05,4.49,1.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,214,Dominican Rep.,41.48,0.53,2.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,268,Georgia,198.5,1.95,2.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,591,Panama,6540.68,710.58,977.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,608,Philippines,5459.82,42.75,8.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,616,Poland,358253.85,13851.6,2431.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,642,Romania,10477.5,11.05,9.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,702,Singapore,33600.87,148.11,226.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,704,Viet Nam,118353.63,996.93,8794.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,710,South Africa,668.61,1.01,25.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,752,Sweden,4236.4,111.51,10.0,Europe
Peru,Lithium_battery,850760,2021,764,Thailand,2591.76,11.08,17.0,Southeast Asia
Peru,Lithium_battery,850760,2021,792,Türkiye,39838.39,21338.0,1590.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,818,Egypt,1232.75,29.29,20.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,826,United Kingdom,7313.75,7.59,31.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,36,Australia,14172.64,23.87,133.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,40,Austria,34341.83,458.19,299.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,56,Belgium,6140.63,420.0,10.0,Europe
Peru,Lithium_battery,850760,2021,76,Brazil,242078.3,29317.0,574.0,LatAm (re-export)
Peru,Lithium_battery,850760,2021,124,Canada,10146.54,12.22,21.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,152,Chile,3951.26,13.59,24.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,170,Colombia,1511.04,15.66,22.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,208,Denmark,5797.83,23.05,28.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,246,Finland,7788.87,29.81,16.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,344,"China, Hong Kong SAR",8266.99,164.95,219.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,348,Hungary,33603.46,847.69,439.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,360,Indonesia,3265.46,242.97,1203.0,Southeast Asia
Peru,Lithium_battery,850760,2021,376,Israel,39088.51,1492.08,2419.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,392,Japan,263084.36,7275.98,3922.0,Japan/Korea
Peru,Lithium_battery,850760,2021,410,Rep. of Korea,109594.59,1760.47,1771.0,Japan/Korea
Peru,Lithium_battery,850760,2021,458,Malaysia,409411.94,6377.45,11872.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,484,Mexico,98476.99,3870.23,2472.0,USA/Mexico
Peru,Lithium_battery,850760,2021,528,Netherlands,5083.5,44.28,7.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,276,Germany,301980.65,4974.85,2385.0,Europe
Peru,Lithium_battery,850760,2021,724,Spain,8159.66,75.89,324.0,Europe
Peru,Lithium_battery,850760,2021,380,Italy,49274.12,549.92,93.0,Europe
Peru,Lithium_battery,850760,2021,156,China,21135428.95,940011.0,2308250.0,China
Peru,Lithium_battery,850760,2021,842,USA,496622.21,11425.2,4083.33,USA/Mexico
Peru,Lithium_battery,850760,2021,579,Norway,1203.79,5.98,16.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,757,Switzerland,23283.35,199.59,68.0,Other/Unclassified
Peru,Lithium_battery,850760,2021,251,France,7201.42,33.74,58.0,Europe
Peru,Lithium_battery,850760,2021,490,"Other Asia, nes",47011.52,974.42,776.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,591,Panama,239.76,2.66,1.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,703,Slovakia,136.046,0.14,1.0,Europe
Peru,Lithium_battery,850760,2022,203,Czechia,3889.239,21.255,2.0,Europe
Peru,Lithium_battery,850760,2022,804,Ukraine,184.381,0.363,2.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,752,Sweden,8460.807,17.982,19.0,Europe
Peru,Lithium_battery,850760,2022,702,Singapore,46230.946,101.447,112.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,705,Slovenia,510406.933,45754.0,33.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,218,Ecuador,6166.521,1111.0,98.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,246,Finland,8049.904,63.363,23.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,40,Austria,45700.288,500.687,444.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,191,Croatia,24670.779,202.312,44.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,710,South Africa,1064.768,2.517,40.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,56,Belgium,118299.055,1287.91,67.0,Europe
Peru,Lithium_battery,850760,2022,376,Israel,32519.801,1205.518,896.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,608,Philippines,7957.093,35.621,51.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,620,Portugal,2676.719,16.2,25.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,208,Denmark,29986.701,1365.876,295.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,36,Australia,11056.209,35.115,27.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,344,"China, Hong Kong SAR",18389.349,697.282,1800.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,348,Hungary,43115.503,909.676,568.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,757,Switzerland,44654.954,1049.763,1030.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,616,Poland,313043.025,2813.3,2189.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,124,Canada,46338.722,506.869,306.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,458,Malaysia,502991.933,10223.103,15995.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,152,Chile,6566.92,212.445,24.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,251,France,39875.852,1070.199,271.0,Europe
Peru,Lithium_battery,850760,2022,360,Indonesia,9509.401,84.099,737.0,Southeast Asia
Peru,Lithium_battery,850760,2022,764,Thailand,2972.444,79.367,46.0,Southeast Asia
Peru,Lithium_battery,850760,2022,704,Viet Nam,157943.593,2160.583,7372.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,410,Rep. of Korea,94709.977,1682.852,2907.0,Japan/Korea
Peru,Lithium_battery,850760,2022,490,"Other Asia, nes",95372.744,813.068,1525.4,Other/Unclassified
Peru,Lithium_battery,850760,2022,392,Japan,495304.424,14884.003,8483.0,Japan/Korea
Peru,Lithium_battery,850760,2022,484,Mexico,70021.488,449.441,1381.0,USA/Mexico
Peru,Lithium_battery,850760,2022,276,Germany,121080.143,1060.667,2750.0,Europe
Peru,Lithium_battery,850760,2022,76,Brazil,13731.181,132.059,376.0,LatAm (re-export)
Peru,Lithium_battery,850760,2022,724,Spain,22824.425,269.21,1113.0,Europe
Peru,Lithium_battery,850760,2022,380,Italy,40621.511,410.261,305.0,Europe
Peru,Lithium_battery,850760,2022,842,USA,535865.621,12416.492,19149.089,USA/Mexico
Peru,Lithium_battery,850760,2022,156,China,42878097.675,1527780.6,1703090.0,China
Peru,Lithium_battery,850760,2022,826,United Kingdom,3980.369,10.556,11.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,528,Netherlands,4044.956,1.928,8.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,364,Iran,378.936,1.775,10.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,579,Norway,2244.414,14.657,6.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,642,Romania,6381.157,14.487,5.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,170,Colombia,175.609,25.829,4.0,Other/Unclassified
Peru,Lithium_battery,850760,2022,699,India,1516.994,49.907,3.0,India
Peru,Lithium_battery,850760,2023,442,Luxembourg,1012.82,0.68,1.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,372,Ireland,18.14,0.06,1.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,191,Croatia,1487.06,5.81,1.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,32,Argentina,122.67,0.37,1.0,LatAm (re-export)
Peru,Lithium_battery,850760,2023,579,Norway,191.01,6.72,2.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,296,Kiribati,613.32,1.54,2.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,188,Costa Rica,33771.63,51.65,2.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,620,Portugal,10091.71,228.17,36.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,752,Sweden,31598.23,143.76,120.0,Europe
Peru,Lithium_battery,850760,2023,554,New Zealand,6153.69,17.42,110.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,591,Panama,401.58,2.25,24.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,344,"China, Hong Kong SAR",46177.54,715.44,3808.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,710,South Africa,715.36,1.4,30.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,702,Singapore,59355.28,270.86,290.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,608,Philippines,2937.86,7.32,32.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,528,Netherlands,28290.66,161.73,181.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,376,Israel,36369.64,680.73,1594.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,348,Hungary,94458.54,1860.26,883.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,218,Ecuador,1659.54,21.19,33.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,208,Denmark,6563.63,15.61,57.0,Other/Unclassified
Peru,Lithium_battery,850760,2023,56,Belgium,44059.16,388.98,24.0,Europe
