Country,Category,HS_Code,Year,CIF_Value_USD,Net_Weight_Kg,Quantity
Colombia,EV_100pct,870380,2022,7635085.53,261675.0,117.0
Colombia,EV_100pct,870380,2022,14589692.66,568194.01,231.0
Colombia,EV_100pct,870380,2022,4708895.91,228510.0,157.0
Colombia,EV_100pct,870380,2022,5347254.83,264732.0,168.0
Colombia,EV_100pct,870380,2022,27626564.55,1672067.69,1156.0
Colombia,EV_100pct,870380,2022,2399872.58,102600.61,58.0
Colombia,EV_100pct,870380,2022,25355189.06,1209862.71,788.0
Colombia,EV_100pct,870380,2022,31831716.28,1751930.1,1060.0
Colombia,EV_100pct,870380,2022,57186905.34,2961792.81,1848.0
Colombia,EV_100pct,870380,2022,153872.16,2200.0,1.0
Colombia,EV_100pct,870380,2023,2994019.34,157365.0,100.0
Colombia,EV_100pct,870380,2023,37911861.42,1844377.0,1067.0
Colombia,EV_100pct,870380,2023,7521904.99,331335.0,230.0
Colombia,EV_100pct,870380,2023,23122739.62,1123692.0,641.0
Colombia,EV_100pct,870380,2023,10515924.33,488700.0,330.0
Colombia,EV_100pct,870380,2023,61034601.04,2968069.0,1708.0
Colombia,EV_100pct,870380,2023,8308088.5,288390.0,127.0
Colombia,EV_100pct,870380,2023,20453230.23,814533.0,345.0
Colombia,EV_100pct,870380,2023,471004.01,21403.0,8.0
Colombia,EV_100pct,870380,2023,28761318.73,1102923.0,472.0
Colombia,EV_100pct,870380,2023,84947917.44,4149401.07,2649.0
Colombia,EV_100pct,870380,2023,127210000.67,6477887.99,4118.0
Colombia,EV_100pct,870380,2023,212157918.11,10627289.06,6767.0
Colombia,EV_100pct,870380,2023,25481.42,1690.0,1.0
Colombia,EV_100pct,870380,2023,6042053.89,184605.72,71.0
Colombia,EV_100pct,870380,2023,13298328.4,578821.8,342.0
Colombia,EV_100pct,870380,2023,19340382.29,763427.52,413.0
Colombia,EV_100pct,870380,2023,1705228.41,78496.0,54.0
Colombia,EV_100pct,870380,2023,3396859.99,168690.0,106.0
Colombia,EV_100pct,870380,2023,146150.0,10521.0,6.0
Colombia,EV_100pct,870380,2023,46804095.27,2801719.19,2088.0
Colombia,EV_100pct,870380,2023,2021114.13,90354.0,47.0
Colombia,EV_100pct,870380,2023,9461456.77,380539.0,182.0
Colombia,EV_100pct,870380,2023,28445078.12,1748795.35,1350.0
Colombia,EV_100pct,870380,2023,75249173.39,4550514.54,3438.0
Colombia,EV_100pct,870380,2023,3726342.54,168850.0,101.0
Colombia,EV_100pct,870380,2023,12858316.76,549229.0,288.0
Colombia,EV_100pct,870380,2023,29223.6,1962.0,2.0
Colombia,EV_100pct,870380,2024,38390.08,1641.0,1.0
Colombia,EV_100pct,870380,2024,23929.15,382.5,1.0
Colombia,EV_100pct,870380,2024,67944.88,3336.0,2.0
Colombia,EV_100pct,870380,2024,3460607.84,189296.0,114.0
Colombia,EV_100pct,870380,2024,6129922.2,245136.0,128.0
Colombia,EV_100pct,870380,2024,62836306.61,3246936.0,1848.0
Colombia,EV_100pct,870380,2024,8926460.55,344406.0,147.0
Colombia,EV_100pct,870380,2024,3816557.34,154161.0,74.0
Colombia,EV_100pct,870380,2024,15426790.55,636712.0,313.0
Colombia,EV_100pct,870380,2024,720141.45,38654.0,22.0
Colombia,EV_100pct,870380,2024,27564669.87,1168880.0,568.0
Colombia,EV_100pct,870380,2024,63556448.06,3285590.0,1870.0
Colombia,EV_100pct,870380,2024,9946479.54,399297.0,202.0
Colombia,EV_100pct,870380,2024,18887398.39,826008.0,427.0
Colombia,EV_100pct,870380,2024,36491130.42,1513286.0,715.0
Colombia,EV_100pct,870380,2024,61184550.29,3702475.15,2270.0
Colombia,EV_100pct,870380,2024,134395007.26,8944992.4,5933.0
Colombia,EV_100pct,870380,2024,195579557.55,12647467.55,8203.0
Colombia,EV_100pct,870380,2024,226068089.52,13582105.21,8460.0
Colombia,EV_100pct,870380,2024,116494632.67,5983702.45,3427.0
Colombia,EV_100pct,870380,2024,342562722.19,19565807.66,11887.0
Colombia,EV_100pct,870380,2024,303055.25,16800.0,10.0
Colombia,EV_100pct,870380,2024,90088.5,6805.0,4.0
Colombia,EV_100pct,870380,2024,91874.03,3718.5,3.0
Colombia,EV_100pct,870380,2024,6094877.77,412730.0,176.0
Colombia,EV_100pct,870380,2024,928922.67,48825.0,31.0
Colombia,EV_100pct,870380,2024,1395425.32,69660.0,45.0
Colombia,EV_100pct,870380,2024,499207.74,24768.0,16.0
Colombia,EV_100pct,870380,2024,957260.34,44275.0,30.0
Colombia,EV_100pct,870380,2024,524412.19,27318.0,58.0
Colombia,EV_100pct,870380,2024,5630372.21,173581.8,67.0
Colombia,EV_100pct,870380,2024,1370481.92,43800.6,15.0
Colombia,EV_100pct,870380,2024,7000854.13,217382.4,82.0
Colombia,EV_100pct,870380,2024,1894633.06,94428.0,61.0
Colombia,EV_100pct,870380,2024,57745.02,13830.0,9.0
Colombia,EV_100pct,870380,2024,1886183.01,93100.0,61.0
Colombia,EV_100pct,870380,2024,626607.38,31724.21,62.0
Colombia,EV_100pct,870380,2024,18491.98,10140.0,6.0
Colombia,EV_100pct,870380,2024,102195.19,4406.21,4.0
Colombia,EV_100pct,870380,2024,39253.04,3690.0,3.0
Colombia,EV_100pct,870380,2024,17400.0,2000.0,1.0
Colombia,EV_100pct,870380,2025,151243.76,11060.0,7.0
Colombia,EV_100pct,870380,2025,47785.94,1737.0,8.0
Colombia,EV_100pct,870380,2025,13861918.53,605875.0,266.0
Colombia,EV_100pct,870380,2025,67503288.94,3653033.0,2077.0
Colombia,EV_100pct,870380,2025,1546659.44,173070.0,229.0
Colombia,EV_100pct,870380,2025,3349174.97,75814.38,24.0
Colombia,EV_100pct,870380,2025,163736.58,8007.0,17.0
Colombia,EV_100pct,870380,2025,18132849.49,1030500.0,537.0
Colombia,EV_100pct,870380,2025,12115703.36,305492.63,100.0
Colombia,EV_100pct,870380,2025,458281930.32,35698068.41,24422.0
Colombia,EV_100pct,870380,2025,661334533.62,45827516.28,29887.0
Colombia,EV_100pct,870380,2025,45000.0,4590.0,3.0
Colombia,EV_100pct,870380,2025,51700.0,4070.0,2.0
Colombia,EV_100pct,870380,2025,190000.0,3060.0,1.0
Colombia,EV_100pct,870380,2025,150609.7,2385.0,1.0
Colombia,EV_100pct,870380,2025,484602987.69,35025624.22,23544.0
Colombia,EV_100pct,870380,2025,369568460.55,28857109.84,20129.0
Colombia,EV_100pct,870380,2025,1188548.9,61920.0,40.0
Colombia,EV_100pct,870380,2025,11695219.85,730505.0,314.0
Colombia,EV_100pct,870380,2025,2736823.05,138089.0,83.0
Colombia,EV_100pct,870380,2025,12811649.7,716088.0,374.0
Colombia,EV_100pct,870380,2025,5321199.79,314412.0,163.0
Colombia,EV_100pct,870380,2025,24829117.84,1321264.0,752.0
Colombia,EV_100pct,870380,2025,13441974.0,568669.0,287.0
Colombia,EV_100pct,870380,2025,296651.13,14886.0,11.0
Colombia,EV_100pct,870380,2025,33783671.98,1448144.0,704.0
Colombia,EV_100pct,870380,2025,477483.65,22086.14,15.0
Colombia,EV_100pct,870380,2025,8615918.69,227293.25,75.0
Colombia,EV_100pct,870380,2025,88713469.77,6840958.57,4293.0
Colombia,EV_100pct,870380,2025,176580936.23,10799507.06,6342.0
Colombia,EV_100pct,870380,2025,92332406.78,4974297.0,2829.0
Colombia,EV_100pct,870380,2025,16178797.05,706758.0,370.0
Colombia,EV_100pct,870380,2025,1591659.44,177660.0,232.0
Colombia,EV_100pct,870380,2025,47645590.51,2054019.0,970.0
Colombia,EV_100pct,870380,2025,1485200.03,76806.0,51.0
Colombia,EV_100pct,870380,2025,284664.99,11679.0,5.0
Colombia,EV_100pct,870380,2025,1761.87,192.4,4.0
Colombia,EV_100pct,870380,2025,506800.0,11518.7,3.0
Colombia,Hybrid,870340,2021,2617559.51,142255.0,72.0
Colombia,Hybrid,870340,2021,32173838.86,2694282.0,2199.0
Colombia,Hybrid,870340,2021,7725717.99,461162.04,215.0
Colombia,Hybrid,870340,2021,43803475.48,1902538.26,770.0
Colombia,Hybrid,870340,2021,34704173.37,2331334.57,1446.0
Colombia,Hybrid,870340,2021,17094705.27,961294.0,502.0
Colombia,Hybrid,870340,2021,4599652.49,298677.0,194.0
Colombia,Hybrid,870340,2021,100223447.71,7241440.0,5066.0
Colombia,Hybrid,870340,2021,49903874.62,4284248.0,3732.0
Colombia,Hybrid,870340,2021,2616598.4,153953.0,73.0
Colombia,Hybrid,870340,2021,82077713.48,6978530.0,5931.0
Colombia,Hybrid,870340,2021,7217212.0,440932.0,266.0
Colombia,Hybrid,870340,2021,78507648.85,4233872.83,2216.0
Colombia,Hybrid,870340,2021,104206452.82,6498070.41,4302.0
Colombia,Hybrid,870340,2021,230516703.67,16613026.12,11915.0
Colombia,Hybrid,870340,2021,334723156.49,23111096.53,16217.0
Colombia,Hybrid,870340,2021,24252.88,1871.0,1.0
Colombia,Hybrid,870340,2021,14784417.88,1019720.0,750.0
Colombia,Hybrid,870340,2021,6565581.05,320488.55,151.0
Colombia,Hybrid,870340,2021,17351775.65,1266010.0,1023.0
Colombia,Hybrid,870340,2021,106616.79,11040.0,12.0
Colombia,Hybrid,870340,2021,32136193.53,2285730.0,1773.0
Colombia,Hybrid,870340,2021,6960589.51,339383.55,161.0
Colombia,Hybrid,870340,2021,395008.46,18895.0,10.0
Colombia,Hybrid,870340,2021,32460.08,1888.11,1.0
Colombia,Hybrid,870340,2022,129502628.26,9043592.36,6313.0
Colombia,Hybrid,870340,2022,278658585.92,18753126.22,12979.0
Colombia,Hybrid,870340,2022,2142657.7,133913.0,99.0
Colombia,Hybrid,870340,2022,59855570.06,4544858.0,3257.0
Colombia,Hybrid,870340,2022,36088360.59,2221326.86,1376.0
Colombia,Hybrid,870340,2022,4742873.63,184775.0,89.0
Colombia,Hybrid,870340,2022,526439.97,23097.0,11.0
Colombia,Hybrid,870340,2022,13603049.96,661585.0,361.0
Colombia,Hybrid,870340,2022,87541509.77,4274851.26,2405.0
Colombia,Hybrid,870340,2022,56571348.01,2254974.26,914.0
Colombia,Hybrid,870340,2022,11360467.56,577743.0,278.0
Colombia,Hybrid,870340,2022,12115129.0,861924.0,680.0
Colombia,Hybrid,870340,2022,3976135.94,402040.0,437.0
Colombia,Hybrid,870340,2022,11886907.53,600840.0,289.0
Colombia,Hybrid,870340,2022,366200095.69,23027977.48,15384.0
Colombia,Hybrid,870340,2022,92659708.6,4476301.12,2290.0
Colombia,Hybrid,870340,2022,14257786.7,995837.0,779.0
Colombia,Hybrid,870340,2022,63831706.0,4946898.0,3694.0
Colombia,Hybrid,870340,2022,127500.0,4300.0,2.0
Colombia,Hybrid,870340,2022,34449.1,2270.0,1.0
Colombia,Hybrid,870340,2022,59850.0,1878.0,1.0
Colombia,Hybrid,870340,2022,32069505.75,1935679.0,1471.0
Colombia,Hybrid,870340,2022,3424130.16,174022.0,94.0
Colombia,Hybrid,870340,2022,35493635.91,2109701.0,1565.0
Colombia,Hybrid,870340,2023,65967.87,6520.0,4.0
Colombia,Hybrid,870340,2023,9631405.8,502450.0,293.0
Colombia,Hybrid,870340,2023,5838870.96,383558.0,280.0
Colombia,Hybrid,870340,2023,7067259.14,433540.0,316.0
Colombia,Hybrid,870340,2023,52977346.5,3066731.0,2345.0
Colombia,Hybrid,870340,2023,1754065.13,71960.0,36.0
Colombia,Hybrid,870340,2023,294650.81,14490.0,10.0
Colombia,Hybrid,870340,2023,28225128.04,968160.35,382.0
Colombia,Hybrid,870340,2023,59660705.88,3307300.96,2022.0
Colombia,Hybrid,870340,2023,87885833.92,4275461.31,2404.0
Colombia,Hybrid,870340,2023,155085639.12,10443835.0,7290.0
Colombia,Hybrid,870340,2023,9594107.39,406615.0,216.0
Colombia,Hybrid,870340,2023,212064.15,10453.87,3.0
Colombia,Hybrid,870340,2023,9619701.65,408504.0,217.0
Colombia,Hybrid,870340,2023,155130774.3,10446695.0,7292.0
Colombia,Hybrid,870340,2023,63703630.65,5430791.0,4762.0
Colombia,Hybrid,870340,2023,45135.18,2860.0,2.0
Colombia,Hybrid,870340,2023,323194231.03,20934883.96,15077.0
Colombia,Hybrid,870340,2023,90987702.52,5815667.22,4247.0
Colombia,Hybrid,870340,2023,414181933.55,26750551.18,19324.0
Colombia,Hybrid,870340,2023,62608752.3,3569181.0,2638.0
Colombia,Hybrid,870340,2023,12906130.1,817098.0,596.0
Colombia,Hybrid,870340,2023,146255.94,4725.0,2.0
Colombia,Hybrid,870340,2023,28099.46,2330.0,2.0
Colombia,Hybrid,870340,2023,25594.26,1889.0,1.0
Colombia,Hybrid,870340,2023,348638.8,15113.0,7.0
Colombia,Hybrid,870340,2023,29088023.76,2562764.0,2362.0
Colombia,Hybrid,870340,2023,7323794.5,612535.0,473.0
Colombia,Hybrid,870340,2023,34615606.89,2868027.0,2400.0
Colombia,Hybrid,870340,2023,838836.03,37789.0,19.0
Colombia,Hybrid,870340,2023,11314737.94,1026905.0,859.0
Colombia,Hybrid,870340,2023,18638532.44,1639440.0,1332.0
Colombia,Hybrid,870340,2023,1187474.83,52902.0,26.0
Colombia,Hybrid,870340,2024,527080.6,26082.0,18.0
Colombia,Hybrid,870340,2024,29606065.9,870705.05,328.0
Colombia,Hybrid,870340,2024,60157732.84,3056517.58,1850.0
Colombia,Hybrid,870340,2024,89833052.24,3930552.63,2179.0
Colombia,Hybrid,870340,2024,318212.51,10188.53,4.0
Colombia,Hybrid,870340,2024,77700.0,2538.0,1.0
Colombia,Hybrid,870340,2024,99297.86,2805.0,1.0
Colombia,Hybrid,870340,2024,84413.0,2280.0,1.0
Colombia,Hybrid,870340,2024,69253.5,3330.0,1.0
Colombia,Hybrid,870340,2024,23977.65,1430.0,1.0
Colombia,Hybrid,870340,2024,46738253.77,2613735.0,2044.0
Colombia,Hybrid,870340,2024,200953889.41,12868025.0,8989.0
Colombia,Hybrid,870340,2024,54697785.81,3304551.0,2202.0
Colombia,Hybrid,870340,2024,33640146.88,2444293.0,1502.0
Colombia,Hybrid,870340,2024,2065162.09,119775.0,95.0
Colombia,Hybrid,870340,2024,9843815.71,633080.0,340.0
Colombia,Hybrid,870340,2024,14656792.59,959872.0,638.0
Colombia,Hybrid,870340,2024,13855569.52,1081351.0,657.0
Colombia,Hybrid,870340,2024,770725.55,64200.0,30.0
Colombia,Hybrid,870340,2024,1237420.25,39095.0,20.0
Colombia,Hybrid,870340,2024,1170752.24,78204.0,42.0
Colombia,Hybrid,870340,2024,47495716.4,3525644.0,2159.0
Colombia,Hybrid,870340,2024,69354578.4,4264423.0,2840.0
Colombia,Hybrid,870340,2024,200977867.06,12869455.0,8990.0
Colombia,Hybrid,870340,2024,11014567.95,711284.0,382.0
Colombia,Hybrid,870340,2024,3263181.2,308954.46,206.0
Colombia,Hybrid,870340,2024,1458041.61,138000.0,120.0
Colombia,Hybrid,870340,2024,4721222.81,446954.46,326.0
Colombia,Hybrid,870340,2024,409654125.98,25180781.58,17143.0
Colombia,Hybrid,870340,2024,65591891.01,3444900.04,1946.0
Colombia,Hybrid,870340,2024,475315270.49,28629011.62,19090.0
Colombia,Hybrid,870340,2025,1174139.44,103270.0,49.0
Colombia,Hybrid,870340,2025,103363418.77,6383534.29,4660.0
Colombia,Hybrid,870340,2025,33608133.19,1016698.02,391.0
Colombia,Hybrid,870340,2025,64786354.42,4202755.66,2519.0
Colombia,Hybrid,870340,2025,4458017.38,375968.0,224.0
Colombia,Hybrid,870340,2025,948977.48,55410.0,30.0
Colombia,Hybrid,870340,2025,108197033.33,6726842.29,4904.0
Colombia,Hybrid,870340,2025,304816009.78,19740231.92,12503.0
Colombia,Hybrid,870340,2025,2843921.33,166230.0,90.0
Colombia,Hybrid,870340,2025,4607582.32,139168.94,52.0
Colombia,Hybrid,870340,2025,236766014.43,14675785.0,10253.0
Colombia,Hybrid,870340,2025,183829.6,8268.0,4.0
Colombia,Hybrid,870340,2025,71491.82,4140.0,3.0
Colombia,Hybrid,870340,2025,1785.89,1804.0,1.0
Colombia,Hybrid,870340,2025,47058.66,1950.0,1.0
Colombia,Hybrid,870340,2025,7920.66,2080.0,1.0
Colombia,Hybrid,870340,2025,27306.11,1862.0,1.0
Colombia,Hybrid,870340,2025,40325.05,1740.0,1.0
Colombia,Hybrid,870340,2025,31491.73,1661.52,1.0
Colombia,Hybrid,870340,2025,738018362.81,46565433.86,30960.0
Colombia,Hybrid,870340,2025,9349010.62,844000.0,457.0
Colombia,Hybrid,870340,2025,64618638.12,3324000.79,2031.0
Colombia,Hybrid,870340,2025,25394948.01,1475986.0,1138.0
Colombia,Hybrid,870340,2025,28402312.96,1830484.0,982.0
Colombia,Hybrid,870340,2025,236694522.61,14671645.0,10250.0
Colombia,Hybrid,870340,2025,240029655.36,15537476.26,9984.0
Colombia,Hybrid,870340,2025,452916.41,20030.0,9.0
Colombia,Hybrid,870340,2025,26517039.88,2258306.0,1337.0
Colombia,Hybrid,870340,2025,1894943.85,110820.0,60.0
Colombia,Hybrid,870340,2025,1617994.68,55916.3,29.0
Colombia,Hybrid,870340,2025,1270371.94,81928.0,44.0
Colombia,Hybrid,870340,2025,4833614.56,343308.0,244.0
Colombia,Hybrid,870340,2025,1642112.5,50897.5,20.0
Colombia,Hybrid,870340,2025,4984389.16,286637.0,221.0
Colombia,Hybrid,870340,2025,15158374.08,1423605.9,832.0
Colombia,Hybrid,870340,2025,138216165.44,8046800.32,4614.0
Colombia,Hybrid,870340,2025,2070911.09,75946.3,38.0
Colombia,Hybrid,870340,2025,30975057.26,2634274.0,1561.0
Colombia,Hybrid,870340,2025,1697112.5,53377.5,21.0
Colombia,Hybrid,870340,2025,28429619.07,1832346.0,983.0
Colombia,Hybrid,870340,2025,30379337.17,1762623.0,1359.0
Colombia,Hybrid,870340,2025,98410600.91,4348966.81,2426.0
Colombia,Hybrid,870340,2025,24507384.7,2267605.9,1289.0
Colombia,Hybrid,870340,2025,876418357.85,54620502.18,35578.0
Colombia,Hybrid,870340,2025,144680.59,2671.0,1.0
Colombia,Hybrid,870340,2025,55000.0,2480.0,1.0
Colombia,Combustion_pickup,870421,2021,158627440.2,14495629.61,6809.0
Colombia,Combustion_pickup,870421,2021,133008.48,15512.0,7.0
Colombia,Combustion_pickup,870421,2021,133746.48,13853.0,9.0
Colombia,Combustion_pickup,870421,2021,897382.11,93033.0,45.0
Colombia,Combustion_pickup,870421,2021,691775.48,67503.8,39.0
Colombia,Combustion_pickup,870421,2021,352093.61,56030.0,26.0
Colombia,Combustion_pickup,870421,2021,1030390.59,108545.0,52.0
Colombia,Combustion_pickup,870421,2021,825521.96,81356.8,48.0
Colombia,Combustion_pickup,870421,2021,104200.0,11268.0,6.0
Colombia,Combustion_pickup,870421,2021,429415.53,52516.0,38.0
Colombia,Combustion_pickup,870421,2021,5362210.59,464403.0,262.0
Colombia,Combustion_pickup,870421,2021,353188.58,37578.7,19.0
Colombia,Combustion_pickup,870421,2021,3176357.34,342144.0,184.0
Colombia,Combustion_pickup,870421,2021,7105126.68,727665.0,378.0
Colombia,Combustion_pickup,870421,2021,454800.14,50238.3,23.0
Colombia,Combustion_pickup,870421,2021,18136151.87,3327511.97,1712.0
Colombia,Combustion_pickup,870421,2021,187534.4,18456.02,9.0
Colombia,Combustion_pickup,870421,2021,866352.17,98755.68,70.0
Colombia,Combustion_pickup,870421,2021,103808911.31,8831326.28,4796.0
Colombia,Combustion_pickup,870421,2021,1687547.3,201857.0,116.0
Colombia,Combustion_pickup,870421,2021,25679801.38,2798777.02,1350.0
Colombia,Combustion_pickup,870421,2021,186237.64,19606.0,11.0
Colombia,Combustion_pickup,870421,2021,32739790.56,3105553.67,3114.0
Colombia,Combustion_pickup,870421,2021,8352322.0,695280.0,318.0
Colombia,Combustion_pickup,870421,2021,26965663.33,4722310.0,2365.0
Colombia,Combustion_pickup,870421,2021,574109.48,63723.3,29.0
Colombia,Combustion_pickup,870421,2021,3186567.14,343944.0,185.0
Colombia,Combustion_pickup,870421,2021,39844917.24,3833218.67,3492.0
Colombia,Combustion_pickup,870421,2021,263974.41,28278.0,15.0
Colombia,Combustion_pickup,870421,2021,109171121.9,9295729.28,5058.0
Colombia,Combustion_pickup,870421,2021,2040735.88,239435.7,135.0
Colombia,Combustion_pickup,870421,2021,1295767.7,151271.68,108.0
Colombia,Combustion_pickup,870421,2021,45101815.2,8049821.97,4077.0
Colombia,Combustion_pickup,870421,2021,288998.05,26896.02,12.0
Colombia,Combustion_pickup,870421,2021,119309.34,13485.0,6.0
Colombia,Combustion_pickup,870421,2021,37348280.9,5258090.22,2744.0
Colombia,Combustion_pickup,870421,2021,359517074.39,35034391.28,18982.0
Colombia,Combustion_pickup,870421,2021,396865355.29,40292481.5,21726.0
Colombia,Combustion_pickup,870421,2021,77736.77,8672.0,4.0
Colombia,Combustion_pickup,870421,2021,101463.65,8440.0,3.0
Colombia,Combustion_pickup,870421,2021,39000.0,3736.0,2.0
Colombia,Combustion_pickup,870421,2021,19850.0,2655.0,1.0
Colombia,Combustion_pickup,870421,2021,10209.8,1800.0,1.0
Colombia,Combustion_pickup,870421,2021,19200.0,2190.0,1.0
Colombia,Combustion_pickup,870421,2021,27635.66,2500.0,1.0
Colombia,Combustion_pickup,870421,2021,19892.89,2195.45,1.0
Colombia,Combustion_pickup,870421,2022,60907116.79,5421052.57,2656.0
Colombia,Combustion_pickup,870421,2022,188987.7,18801.0,9.0
Colombia,Combustion_pickup,870421,2022,75593297.96,7701045.59,6693.0
Colombia,Combustion_pickup,870421,2022,56704109.81,8621240.58,4313.0
Colombia,Combustion_pickup,870421,2022,38211287.82,6564397.03,3301.0
Colombia,Combustion_pickup,870421,2022,2048885.0,199068.0,106.0
Colombia,Combustion_pickup,870421,2022,3402009.66,344325.0,175.0
Colombia,Combustion_pickup,870421,2022,3867267.65,400168.0,189.0
Colombia,Combustion_pickup,870421,2022,4056255.35,418969.0,198.0
Colombia,Combustion_pickup,870421,2022,78995307.62,8045370.59,6868.0
Colombia,Combustion_pickup,870421,2022,94915397.63,15185637.61,7614.0
Colombia,Combustion_pickup,870421,2022,125949.86,11645.0,7.0
Colombia,Combustion_pickup,870421,2022,108939.51,9990.0,6.0
Colombia,Combustion_pickup,870421,2022,47601.0,5433.0,3.0
Colombia,Combustion_pickup,870421,2022,17010.35,1655.0,1.0
Colombia,Combustion_pickup,870421,2022,1336376.54,115866.0,61.0
Colombia,Combustion_pickup,870421,2022,74224396.76,6321246.0,3147.0
Colombia,Combustion_pickup,870421,2022,12385834.3,926995.0,397.0
Colombia,Combustion_pickup,870421,2022,204491225.48,16577365.0,7795.0
Colombia,Combustion_pickup,870421,2022,1936780.15,273829.0,146.0
Colombia,Combustion_pickup,870421,2022,226097.13,23827.0,14.0
Colombia,Combustion_pickup,870421,2022,449307.5,45500.0,25.0
Colombia,Combustion_pickup,870421,2022,138468.85,15663.0,7.0
Colombia,Combustion_pickup,870421,2022,204620463.14,16586077.0,7799.0
Colombia,Combustion_pickup,870421,2022,12835141.8,972495.0,422.0
Colombia,Combustion_pickup,870421,2022,234498.79,24542.0,11.0
Colombia,Combustion_pickup,870421,2022,1562473.67,139693.0,75.0
Colombia,Combustion_pickup,870421,2022,50440222.77,7880004.03,3969.0
Colombia,Combustion_pickup,870421,2022,486102886.79,45731313.74,25085.0
Colombia,Combustion_pickup,870421,2022,536543109.56,53611317.77,29054.0
Colombia,Combustion_pickup,870421,2022,96029.94,8879.0,4.0
Colombia,Combustion_pickup,870421,2022,129237.66,8712.0,4.0
Colombia,Combustion_pickup,870421,2022,32842.0,6260.0,2.0
Colombia,Combustion_pickup,870421,2022,18971.0,3400.0,1.0
Colombia,Combustion_pickup,870421,2022,13871.0,2860.0,1.0
Colombia,Combustion_pickup,870421,2023,176622.87,14045.0,7.0
Colombia,Combustion_pickup,870421,2023,11630113.55,845954.0,415.0
Colombia,Combustion_pickup,870421,2023,1507827.03,144015.0,69.0
Colombia,Combustion_pickup,870421,2023,19660524.47,1905243.0,983.0
Colombia,Combustion_pickup,870421,2023,339320512.27,25401060.05,12129.0
Colombia,Combustion_pickup,870421,2023,401264.96,25976.2,13.0
Colombia,Combustion_pickup,870421,2023,236533.64,24497.0,11.0
Colombia,Combustion_pickup,870421,2023,348844.87,27273.0,14.0
Colombia,Combustion_pickup,870421,2023,307430870.52,22033557.0,10132.0
Colombia,Combustion_pickup,870421,2023,13619024.03,1139459.65,873.0
Colombia,Combustion_pickup,870421,2023,319120911.83,22883777.0,10549.0
Colombia,Combustion_pickup,870421,2023,1744360.67,168512.0,80.0
Colombia,Combustion_pickup,870421,2023,359040964.5,27310569.05,13114.0
Colombia,Combustion_pickup,870421,2023,39600.0,4130.0,2.0
Colombia,Combustion_pickup,870421,2023,59927.76,4266.0,2.0
Colombia,Combustion_pickup,870421,2023,20400.0,2040.0,1.0
Colombia,Combustion_pickup,870421,2023,879856.66,78086.2,60.0
Colombia,Combustion_pickup,870421,2023,5544007.84,429426.0,213.0
Colombia,Combustion_pickup,870421,2023,10821555.75,1638245.0,811.0
Colombia,Combustion_pickup,870421,2023,311639.75,36729.0,16.0
Colombia,Combustion_pickup,870421,2023,5940895.26,853829.0,471.0
Colombia,Combustion_pickup,870421,2023,37154.0,5171.0,2.0
Colombia,Combustion_pickup,870421,2023,331039.75,38729.0,17.0
Colombia,Combustion_pickup,870421,2023,895282.67,79956.2,61.0
Colombia,Combustion_pickup,870421,2023,16762451.01,2492074.0,1282.0
Colombia,Combustion_pickup,870421,2023,19154.0,2540.0,1.0
Colombia,Combustion_pickup,870421,2023,18000.0,2631.0,1.0
Colombia,Combustion_pickup,870421,2023,15426.01,1870.0,1.0
Colombia,Combustion_pickup,870421,2023,19400.0,2000.0,1.0
Colombia,Combustion_pickup,870421,2024,39300.0,5000.0,2.0
Colombia,Combustion_pickup,870421,2024,3375553.68,230447.0,110.0
Colombia,Combustion_pickup,870421,2024,28378101.31,2154330.2,1013.0
Colombia,Combustion_pickup,870421,2024,405670.06,43382.0,19.0
Colombia,Combustion_pickup,870421,2024,20876127.19,2347757.04,1165.0
Colombia,Combustion_pickup,870421,2024,206169598.13,14504654.0,6683.0
Colombia,Combustion_pickup,870421,2024,2138702.81,204348.0,98.0
Colombia,Combustion_pickup,870421,2024,572582.51,47035.0,23.0
Colombia,Combustion_pickup,870421,2024,6057842.91,491530.0,245.0
Colombia,Combustion_pickup,870421,2024,4958472.93,348942.0,219.0
Colombia,Combustion_pickup,870421,2024,211128071.06,14853596.0,6902.0
Colombia,Combustion_pickup,870421,2024,26933970.1,2839287.04,1410.0
Colombia,Combustion_pickup,870421,2024,2544372.87,247730.0,117.0
Colombia,Combustion_pickup,870421,2024,3948136.19,277482.0,133.0
Colombia,Combustion_pickup,870421,2024,29534521.94,4592524.18,2303.0
Colombia,Combustion_pickup,870421,2024,28034943.01,4454482.08,2131.0
Colombia,Combustion_pickup,870421,2024,57569464.95,9047006.26,4434.0
Colombia,Combustion_pickup,870421,2024,288631527.95,23850223.32,11194.0
Colombia,Combustion_pickup,870421,2024,68669515.14,7776371.97,3931.0
Colombia,Combustion_pickup,870421,2024,357301043.09,31626595.29,15125.0
Colombia,Combustion_pickup,870421,2024,102067.85,8764.0,4.0
Colombia,Combustion_pickup,870421,2024,103400.66,6017.0,3.0
Colombia,Combustion_pickup,870421,2024,1132288.05,96422.0,64.0
Colombia,Combustion_pickup,870421,2024,828106.51,76381.0,53.0
Colombia,Combustion_pickup,870421,2024,23715126.76,1913386.56,946.0
Colombia,Combustion_pickup,870421,2024,751253.27,86685.23,38.0
Colombia,Combustion_pickup,870421,2024,1960394.56,172803.0,117.0
Colombia,Combustion_pickup,870421,2024,89583.51,10508.0,4.0
Colombia,Combustion_pickup,870421,2024,56205.5,8540.0,3.0
